,,,,,,Type,,Date,,Num,,Memo,,Name,,Account,,Qty,,Sales Price,,Amount,,Balance
,,,,,,Invoice,,12/21/2018,,20170,,D21161 - AF-315 Neut Disf/Det/Deo 4/1G,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,"5,020.00"
,,,,,,Invoice,,01/11/2019,,20315,,D21161 - AF-315 Neut Disf/Det/Deo 4/1G,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,"5,020.00"
,,,,,,Invoice,,02/08/2019,,20507,,D21161 - AF-315 Neut Disf/Det/Deo 4/1G,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,"5,020.00"
,,,,,,Invoice,,02/22/2019,,20544,,D21161 - AF-315 Neut Disf/Det/Deo 4/1G,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,"5,020.00"
,,,,,,Invoice,,03/22/2019,,20720,,D21161 - AF-315 Neut Disf/Det/Deo 4/1G,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,"5,020.00"
,,,,,,Invoice,,04/23/2019,,20925,,D21161 - AF-315 Neut Disf/Det/Deo 4/1G,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,"5,020.00"
,,,,,,Invoice,,04/26/2019,,20937,,D21161 - AF-315 Neut Disf/Det/Deo 4/1G,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,"5,020.00"
,,,,,,Invoice,,06/17/2019,,21280,,D21161 - AF-315 Neut Disf/Det/Deo 4/1G,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,"5,020.00"
,,,,,,Invoice,,07/10/2019,,21441,,D21161 - AF-315 Neut Disf/Det/Deo 4/1G,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,"5,020.00"
,,,,,,Invoice,,08/14/2019,,21649,,D21161 - AF-315 Neut Disf/Det/Deo 4/1G**DEL 8/9**,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,"5,020.00"
,,,,,,Invoice,,08/27/2019,,21723,,D21161 - AF-315 Neut Disf/Det/Deo 4/1G,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,"5,020.00"
,,,,,,Invoice,,08/30/2019,,21780,,D21161 - AF-315 Neut Disf/Det/Deo 4/1G,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,"5,020.00"
,,,,,,Invoice,,10/09/2019,,22019,,D21161 - AF-315 Neut Disf/Det/Deo 4/1G,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,"5,020.00"
,,,,,,Invoice,,10/22/2019,,22057,,D21161 - AF-315 Neut Disf/Det/Deo 4/1G,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,"5,020.00"
,,,Total BE-315-4 (D21161 - AF-315 Neut Disf/Det/Deo 4/1G),,,,,,,,,,,,,,,305.00,,,,"5,020.00",,"5,020.00"
,,,BE-610-5 (BETCO Floor Wax Acrylic Co-Polymer Emulsion 22% Solids (5 Gal)),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,11/03/2010,,1004,,5 Gal Floor Wax,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,77.00,,77.00,,77.00
,,,,,,Invoice,,05/20/2011,,2317,,5 Gal Floor Wax,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,77.00,,77.00,,154.00
,,,,,,Invoice,,08/10/2012,,5656,,5 Gal Floor Wax,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,77.00,,77.00,,231.00
,,,,,,Invoice,,01/25/2014,,9186,,BETCO Floor Wax (5 Gal),,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,77.00,,77.00,,308.00
,,,,,,Invoice,,05/27/2016,,14893,,BETCO Floor Wax Acrylic Co-Polymer Emulsion22% Solids (5 Gal),,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,77.00,,77.00,,385.00
,,,Total BE-610-5 (BETCO Floor Wax Acrylic Co-Polymer Emulsion 22% Solids (5 Gal)),,,,,,,,,,,,,,,5.00,,,,385.00,,385.00
,,,STRIPNA1 (ABAL- Stripper - 5 Gal.),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,08/10/2012,,5656,,ABAL- Stripper - 5 Gal.,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,46.00,,46.00,,46.00
,,,Total STRIPNA1 (ABAL- Stripper - 5 Gal.),,,,,,,,,,,,,,,1.00,,,,46.00,,46.00
,,,"W-NCL023429 (NCL Citrus Flower-Quat Disinfectant Cleaner, 1 GAL,4/CS)",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,12/26/2019,,22567,,"NCL Citrus Flower-Quat Disinfectant Cleaner, 1 GAL,4/CS",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,01/17/2020,,22622,,"NCL Citrus Flower-Quat Disinfectant Cleaner, 1 GAL,4/CS",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,03/03/2020,,22965,,"NCL Citrus Flower-Quat Disinfectant Cleaner, 1 GAL,4/CS",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,"Total W-NCL023429 (NCL Citrus Flower-Quat Disinfectant Cleaner, 1 GAL,4/CS)",,,,,,,,,,,,,,,3.00,,,,0.00,,0.00
,,,"W-NCL23029 (NCL Lavender-Quat Disinfectant Floor Cleaner , 1 gal, 4/CS (EPA #1032...",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,03/18/2020,,23022,,"NCL Lavender-Quat Disinfectant Floor Cleaner , 1 gal, 4/CS",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,"Total W-NCL23029 (NCL Lavender-Quat Disinfectant Floor Cleaner , 1 gal, 4/CS (EPA #1032...",,,,,,,,,,,,,,,1.00,,,,0.00,,0.00
,,,"W-NCL93529 (NCL Enhance™ Neutral Floor Cleaner, 1 gal., 4/cs)",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,11/25/2019,,22268,,"NCL ENHANCE™ Neutral Floor Cleaner, 1 gal., 4/cs",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,"Total W-NCL93529 (NCL Enhance™ Neutral Floor Cleaner, 1 gal., 4/cs)",,,,,,,,,,,,,,,1.00,,,,0.00,,0.00
,,,Floor Cleaner - Other,,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,11/09/2010,,1030,,AUTO SCRUB ALL FLOORS,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,Total Floor Cleaner - Other,,,,,,,,,,,,,,,1.00,,,,0.00,,0.00
,,Total Floor Cleaner,,,,,,,,,,,,,,,,347.00,,,,"6,384.00",,"6,384.00"
,,Floor Pads,,,,,,,,,,,,,,,,,,,,,,
,,,"SC-13 (Nationwide 13"" Blk Strip Pads for Autoscrub)",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,08/24/2011,,3106,,"Nationwide 13"" Blk Strip Pads for Autoscrub",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,10.39,,10.39,,10.39
,,,"Total SC-13 (Nationwide 13"" Blk Strip Pads for Autoscrub)",,,,,,,,,,,,,,,1.00,,,,10.39,,10.39
,,,"SR-15 (Nationwide - 15"" Red Buff Pads)",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,06/01/2012,,5117,,"Nationwide - 15"" Red Buff Pads",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,20.00,,20.00,,20.00
,,,"Total SR-15 (Nationwide - 15"" Red Buff Pads)",,,,,,,,,,,,,,,1.00,,,,20.00,,20.00
,,,"SR-20 (Nation Red 20"" Buff Pad 5/cs)",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,09/05/2012,,5842,,"Nationwide Red 20"" Buff Pad (5/cs)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,25.00,,25.00,,25.00
,,,,,,Invoice,,05/15/2013,,7597,,"Nationwide Red 20"" Buff Pad (5/cs)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,25.00
,,,"Total SR-20 (Nation Red 20"" Buff Pad 5/cs)",,,,,,,,,,,,,,,2.00,,,,25.00,,25.00
,,,"W-RCPQ409BLUEA (Rubbermaid® Commercial HYGEN™ Economy Wet Mopping Pad, Microfiber...",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,11/19/2019,,22259,,"Rubbermaid® Commercial HYGEN™ Economy Wet Mopping Pad, Microfiber, 18"", Blue",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,0.00,,0.00,,0.00
,,,"Total W-RCPQ409BLUEA (Rubbermaid® Commercial HYGEN™ Economy Wet Mopping Pad, Microfiber...",,,,,,,,,,,,,,,2.00,,,,0.00,,0.00
,,Total Floor Pads,,,,,,,,,,,,,,,,6.00,,,,55.39,,55.39
,,Furn. Polish,,,,,,,,,,,,,,,,,,,,,,
,,,"SS-5197 (Stainless Steel Polish (Waterbase-20 oz., 12/cs))",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,11/08/2011,,3770,,Stainless steel Polish,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,26.00,,26.00,,26.00
,,,,,,Invoice,,01/13/2012,,4197,,Stainless Steel Polish,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,26.00,,26.00,,52.00
,,,"Total SS-5197 (Stainless Steel Polish (Waterbase-20 oz., 12/cs))",,,,,,,,,,,,,,,2.00,,,,52.00,,52.00
,,,SS-5198 (CP841 Stainless Steel Cleaner Oil Based 15ozl (12/cs)),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,11/09/2012,,6392,,Stainless Steel Cleaner/oil (12/cs),,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,55.00,,55.00,,55.00
,,,,,,Invoice,,10/31/2013,,8685,,Stainless Steel Cleaner/oil (12/cs)****6 CANS****,,GOLD'S Gym E Northport,,BD Sales Income,,6.00,,0.00,,0.00,,55.00
,,,,,,Invoice,,11/19/2019,,22259,,CP841 Stainless Steel Cleaner Oil Based 15ozl (12/cs)**2 cans,,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,0.00,,0.00,,55.00
,,,Total SS-5198 (CP841 Stainless Steel Cleaner Oil Based 15ozl (12/cs)),,,,,,,,,,,,,,,9.00,,,,55.00,,55.00
,,Total Furn. Polish,,,,,,,,,,,,,,,,11.00,,,,107.00,,107.00
,,GLOVES,,,,,,,,,,,,,,,,,,,,,,
,,,7032 (ABAL-Vinyl Gen Purpose Powd LG Gloves 1000/cs),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,06/20/2014,,10088,,ABAL-Vinyl Gen Purpose Powd LG 1000/cs***1 BOX***NB,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,07/24/2014,,10395,,ABAL-Vinyl Gen Purpose Powd LG 1000/cs,,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,0.00,,0.00,,0.00
,,,Total 7032 (ABAL-Vinyl Gen Purpose Powd LG Gloves 1000/cs),,,,,,,,,,,,,,,3.00,,,,0.00,,0.00
,,,7033 (ABAL-Vinyl Gen Purpose Powd ExLg Gloves 1000/cs),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,05/04/2012,,4927,,ABAL-Vinyl Gen Purpose Powd ExLg 1000/cs,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,35.00,,35.00,,35.00
,,,,,,Invoice,,09/05/2012,,5842,,ABAL-Vinyl Gen Purpose Powd ExLg 1000/cs,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,35.00
,,,,,,Invoice,,10/03/2012,,6104,,ABAL-Vinyl Gen Purpose Powd ExLg 1000/cs,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,35.00
,,,,,,Invoice,,04/01/2013,,7321,,ABAL-Vinyl Gen Purpose Powd ExLg 1000/cs-----1 BOX,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,35.00
,,,Total 7033 (ABAL-Vinyl Gen Purpose Powd ExLg Gloves 1000/cs),,,,,,,,,,,,,,,4.00,,,,35.00,,35.00
,,,7037 (ABAL-Vinyl General Purpose PF XLg Gloves 1000/cs),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,04/19/2013,,7416,,ABAL-Vinyl General Purpose PF ExLg 1000/cs     1 CS @ $35,,GOLD'S Gym E Northport,,BD Sales Income,,0.00,,35.00,,0.00,,0.00
,,,Total 7037 (ABAL-Vinyl General Purpose PF XLg Gloves 1000/cs),,,,,,,,,,,,,,,0.00,,,,0.00,,0.00
,,,TR-LXL200 (do not use.   TR-LXL5201  ),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,09/01/2010,,582,,"Examination Glove - XL, Powder Free",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,6.00,,6.00,,6.00
,,,Total TR-LXL200 (do not use.   TR-LXL5201  ),,,,,,,,,,,,,,,1.00,,,,6.00,,6.00
,,,TR-LXL5201(LATEX) (Latex Glove Powder Free  X-LARGE 100/bx 10/cs),,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,12/17/2010,,1314,,"Multipurpose Glove - Large, Powder Free",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,03/02/2011,,1827,,"Latex Glove Powder Free - X-LARGE (10/cs, 100/bx)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,05/12/2011,,2287,,"Latex Glove Powder Free - X-LARGE (10/cs, 100/bx)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,05/20/2011,,2317,,"Latex Glove Powder Free - X-LARGE (10/cs, 100/bx)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,06/16/2011,,2551,,"Latex Glove Powder Free - X-LARGE (10/cs, 100/bx)",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,07/14/2011,,2806,,"Latex Glove Powder Free - X-LARGE (10/cs, 100/bx)",,GOLD'S Gym E Northport,,BD Sales Income,,5.00,,0.00,,0.00,,0.00
,,,Total TR-LXL5201(LATEX) (Latex Glove Powder Free  X-LARGE 100/bx 10/cs),,,,,,,,,,,,,,,10.00,,,,0.00,,0.00
,,,"TR-VLG5201 (Vinyl Gloves Large ""Powder Free"" 10/100cs)",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,09/23/2011,,3354,,Synthetic Vinyl Large (10/cs) $3.40,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,11/03/2017,,18041,,"Vinyl Gloves Large ""Powder Free"" (10/100cs)***2***",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,0.00,,0.00,,0.00
,,,"Total TR-VLG5201 (Vinyl Gloves Large ""Powder Free"" 10/100cs)",,,,,,,,,,,,,,,3.00,,,,0.00,,0.00
,,,"TR-VMD5201 (Vinyl Gloves Med. ""Powder Free"" (10/100/cs))",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,11/08/2011,,3770,,Synthetic Vinyl Med -------------------STOCK------2 boxes,,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,11/18/2011,,3800,,Synthetic Vinyl Med (10/cs),,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,08/25/2017,,17648,,"Vinyl Gloves Med. ""Powder Free"" (10/100/cs)***3 BOXES***",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,0.00,,0.00,,0.00
,,,"Total TR-VMD5201 (Vinyl Gloves Med. ""Powder Free"" (10/100/cs))",,,,,,,,,,,,,,,5.00,,,,0.00,,0.00
,,,"TR-VXL5201 (Vinyl Glove - XL, ""Powder Free"" (10/100)  )",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,12/15/2011,,3988,,"Vinyl Glove - XL, Powder Free  ",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,12/15/2011,,3988,,"Vinyl Glove - XL, Powder Free  12/13 - Josey to pick up 2 more boxes of TR-VXL5201 at office /rc",,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,02/10/2012,,4368,,"Vinyl Glove - XL, Powder Free",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,,,,Invoice,,11/19/2019,,22259,,"Vinyl Glove - XL, ""Powder Free"" (10/100)**1**",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,"Total TR-VXL5201 (Vinyl Glove - XL, ""Powder Free"" (10/100)  )",,,,,,,,,,,,,,,5.00,,,,0.00,,0.00
,,,"W-CSWVGPCPFGLCT (Safe Guard Powder-Free General Purpose Gloves, Vinyl, Large, 100...",,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,11/19/2019,,22259,,"Safe Guard Powder-Free General Purpose Gloves, Vinyl, Large, 1000/CT**1**",,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,0.00,,0.00,,0.00
,,,"Total W-CSWVGPCPFGLCT (Safe Guard Powder-Free General Purpose Gloves, Vinyl, Large, 100...",,,,,,,,,,,,,,,1.00,,,,0.00,,0.00
,,,GLOVES - Other,,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,11/08/2011,,3770,,Latex XL---------------------------------STOCK-----2 boxes,,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,0.00,,0.00,,0.00
,,,Total GLOVES - Other,,,,,,,,,,,,,,,2.00,,,,0.00,,0.00
,,Total GLOVES,,,,,,,,,,,,,,,,34.00,,,,41.00,,41.00
,,Hand Cleaner,,,,,,,,,,,,,,,,,,,,,,
,,,**DO NOT USE**IP-5067-FL1000 (Inopak Foaming Hand Sanitizer 6/1000ML (IP-5068-FL1...,,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,10/23/2013,,8592,,Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,65.00
,,,,,,Invoice,,12/24/2013,,8956,,Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,130.00
,,,,,,Invoice,,12/31/2013,,9032,,Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,195.00
,,,,,,Invoice,,02/19/2014,,9246,,Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,260.00
,,,,,,Invoice,,03/18/2014,,9415,,Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,325.00
,,,,,,Invoice,,05/06/2014,,9794,,Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,390.00
,,,,,,Invoice,,06/06/2014,,10028,,Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,455.00
,,,,,,Invoice,,07/24/2014,,10395,,Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,520.00
,,,,,,Invoice,,08/20/2014,,10519,,Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,65.00,,130.00,,650.00
,,,,,,Invoice,,10/17/2014,,10951,,Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,715.00
,,,,,,Invoice,,11/14/2014,,11153,,Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,780.00
,,,,,,Invoice,,01/23/2015,,11582,,Inopak Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,845.00
,,,,,,Invoice,,04/10/2015,,12091,,Inopak Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,65.00,,130.00,,975.00
,,,,,,Invoice,,05/13/2015,,12321,,Inopak Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,"1,040.00"
,,,,,,Invoice,,08/07/2015,,12935,,Inopak Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,65.00,,130.00,,"1,170.00"
,,,,,,Invoice,,12/02/2015,,13740,,Inopak Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,65.00,,130.00,,"1,300.00"
,,,,,,Invoice,,01/22/2016,,13990,,Inopak Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,"1,365.00"
,,,,,,Invoice,,02/26/2016,,14290,,Inopak Foaming Hand Sanitizer 6/1000ML,,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,65.00,,130.00,,"1,495.00"
,,,,,,Invoice,,07/01/2016,,15125,,Inopak Foaming Hand Sanitizer 6/1000ML  (IP-5068-FL1000),,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,"1,560.00"
,,,,,,Invoice,,07/22/2016,,15245,,Inopak Foaming Hand Sanitizer 6/1000ML  (IP-5068-FL1000),,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,65.00,,130.00,,"1,690.00"
,,,,,,Invoice,,07/27/2016,,15325,,Inopak Foaming Hand Sanitizer 6/1000ML  (IP-5068-FL1000),,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,65.00,,130.00,,"1,820.00"
,,,,,,Invoice,,08/19/2016,,15451,,Inopak Foaming Hand Sanitizer 6/1000ML (IP-5068-FL1000),,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,65.00,,65.00,,"1,885.00"
,,,,,,Invoice,,09/09/2016,,15639,,Inopak Foaming Hand Sanitizer 6/1000ML (IP-5068-FL1000),,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,65.00,,130.00,,"2,015.00"
,,,,,,Invoice,,10/27/2017,,18015,,Inopak Foaming Hand Sanitizer 6/1000ML (IP-5068-FL1000)  ***NO LONGER AVAILABLE***,,GOLD'S Gym E Northport,,BD Sales Income,,0.00,,65.00,,0.00,,"2,015.00"
,,,Total **DO NOT USE**IP-5067-FL1000 (Inopak Foaming Hand Sanitizer 6/1000ML (IP-5068-FL1...,,,,,,,,,,,,,,,31.00,,,,"2,015.00",,"2,015.00"
,,,**DO NOT USE**SZ-C50215004 (use item# L05606 instead Simoniz Almond Pearl Lotion ...,,,,,,,,,,,,,,,,,,,,,
,,,,,,Invoice,,05/01/2013,,7542,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,28.00
,,,,,,Invoice,,07/31/2013,,8032,,Simoniz Almond Pearl Lotion Soap 4/1 GAL****sub w/ IP-420-02WA***,,GOLD'S Gym E Northport,,BD Sales Income,,2.00,,28.00,,56.00,,84.00
,,,,,,Invoice,,08/14/2013,,8191,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,112.00
,,,,,,Invoice,,09/20/2013,,8405,,Simoniz Almond Pearl Lotion Soap 4/1 GAL**(FULL CASE)**,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,140.00
,,,,,,Invoice,,10/21/2013,,8583,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,168.00
,,,,,,Invoice,,11/12/2013,,8755,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,196.00
,,,,,,Invoice,,01/10/2014,,9082,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,224.00
,,,,,,Invoice,,01/29/2014,,9162,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,252.00
,,,,,,Invoice,,02/05/2014,,9187,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,280.00
,,,,,,Invoice,,02/20/2014,,9267,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,308.00
,,,,,,Invoice,,05/01/2014,,9773,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,336.00
,,,,,,Invoice,,05/20/2014,,9852,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,364.00
,,,,,,Invoice,,06/20/2014,,10089,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,392.00
,,,,,,Invoice,,08/01/2014,,10427,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,420.00
,,,,,,Invoice,,09/05/2014,,10680,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,448.00
,,,,,,Invoice,,10/03/2014,,10900,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,476.00
,,,,,,Invoice,,10/31/2014,,11101,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,504.00
,,,,,,Invoice,,12/03/2014,,11321,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,532.00
,,,,,,Invoice,,02/06/2015,,11713,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,560.00
,,,,,,Invoice,,02/13/2015,,11739,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,588.00
,,,,,,Invoice,,04/10/2015,,12090,,Simoniz Almond Pearl Lotion Soap 4/1 GAL,,GOLD'S Gym E Northport,,BD Sales Income,,1.00,,28.00,,28.00,,616.00
